ticket_id,order_id,ticket_status,message,channel
T502278,O212599,open,"Cancel order O212599 please, ordered by mistake",chat
T502279,O208114,pending,Can I change the delivery address for O208114?,email
T502280,O211384,Open,"Great service, jacket fits perfectly. thanks",chat
T502281,,pending,Where is my order O215937?? It is 2 weeks late!!!,email
T502282,O224843,pending,Where is my order O224843?? It is 2 weeks late!!!,email
T502283,O218495,closed,Can I change the delivery address for O218495?,phone
T502284,O214706,pending,Where is my order O214706?? It is 2 weeks late!!!,chat
T502285,O211845,open,"I want a refund for O211845, wrong size delivered",phone
T502286,O218807,closed,Can I change the delivery address for O218807?,chat
T502287,O214141,pending,"Cancel order O214141 please, ordered by mistake",chat
T502288,O207055,closed,"Cancel order O207055 please, ordered by mistake",chat
T502289,O202221,closed,"Cancel order O202221 please, ordered by mistake",chat
T502290,O209809,closed,"I want a refund for O209809, wrong size delivered",chat
T502291,O219367,Open,"Cancel order O219367 please, ordered by mistake",chat
T502292,O200073,Open,Where is my order O200073?? It is 2 weeks late!!!,email
T502293,O218366,open,Where is my order O218366?? It is 2 weeks late!!!,email
T502294,O204623,Open,"Cancel order O204623 please, ordered by mistake",chat
T502295,O201740,Open,"Great service, jacket fits perfectly. thanks",email
T502296,O222001,pending,"I want a refund for O222001, wrong size delivered",email
T502297,O223645,open,"Great service, jacket fits perfectly. thanks",chat
T502298,O205414,pending,  RETURN REQUEST: item not as described  ,email
T502299,O216321,open,"Cancel order O216321 please, ordered by mistake",chat
T502300,O214356,closed,Can I change the delivery address for O214356?,email
T502301,O216079,open,"Great service, jacket fits perfectly. thanks",chat
T502302,O203728,closed,"the tent O203728 leaked on first use, very disappointed",email
T502303,O200621,open,Can I change the delivery address for O200621?,email
T502304,O208226,open,"the tent O208226 leaked on first use, very disappointed",email
T502305,O201047,Open,Where is my order O201047?? It is 2 weeks late!!!,chat
T502306,O225716,Open,"the tent O225716 leaked on first use, very disappointed",chat
T502307,O210993,pending,"Order O210993 arrived damaged, the zip is broken",chat
T502308,O208428,closed,Where is my order O208428?? It is 2 weeks late!!!,phone
T502309,O224311,closed,Can I change the delivery address for O224311?,email
T502310,O201936,open,"Order O201936 arrived damaged, the zip is broken",email
T502311,O213080,closed,"Great service, jacket fits perfectly. thanks",phone
T502312,O201646,pending,"Cancel order O201646 please, ordered by mistake",phone
T502313,,Open,"Great service, jacket fits perfectly. thanks",phone
T502314,O223612,Open,"Great service, jacket fits perfectly. thanks",phone
T502315,O207237,Open,"I want a refund for O207237, wrong size delivered",email
T502316,O217250,open,  RETURN REQUEST: item not as described  ,email
T502317,O224527,open,Can I change the delivery address for O224527?,chat
T502318,,open,"Cancel order O209574 please, ordered by mistake",email
T502319,O220149,Open,"Cancel order O220149 please, ordered by mistake",phone
T502320,O214896,pending,"Order O214896 arrived damaged, the zip is broken",email
T502321,O223840,closed,"I want a refund for O223840, wrong size delivered",phone
T502322,O218180,closed,"Great service, jacket fits perfectly. thanks",chat
T502323,O209499,Open,"Great service, jacket fits perfectly. thanks",email
T502324,O224813,closed,"Great service, jacket fits perfectly. thanks",chat
T502325,O209560,closed,Can I change the delivery address for O209560?,chat
T502326,,closed,Can I change the delivery address for O204783?,chat
T502327,O217118,open,Where is my order O217118?? It is 2 weeks late!!!,phone
T502328,O213502,closed,  RETURN REQUEST: item not as described  ,chat
T502329,O218678,pending,Can I change the delivery address for O218678?,chat
T502330,O211602,open,"the tent O211602 leaked on first use, very disappointed",chat
T502331,O211799,Open,  RETURN REQUEST: item not as described  ,phone
T502332,O222625,pending,"I want a refund for O222625, wrong size delivered",chat
T502333,O220991,closed,  RETURN REQUEST: item not as described  ,email
T502334,,open,"the tent O225530 leaked on first use, very disappointed",email
T502335,O212720,pending,"Cancel order O212720 please, ordered by mistake",phone
T502336,,Open,"Great service, jacket fits perfectly. thanks",chat
T502337,O207976,open,"I want a refund for O207976, wrong size delivered",chat
T502338,O209407,pending,Where is my order O209407?? It is 2 weeks late!!!,chat
T502339,O208325,open,"the tent O208325 leaked on first use, very disappointed",phone
T502340,,open,"Great service, jacket fits perfectly. thanks",phone
T502341,O215569,open,"Order O215569 arrived damaged, the zip is broken",phone
T502342,O215087,Open,Can I change the delivery address for O215087?,email
T502343,O220358,open,"Great service, jacket fits perfectly. thanks",email
T502344,O216594,open,"I want a refund for O216594, wrong size delivered",email
T502345,O216058,open,"Order O216058 arrived damaged, the zip is broken",email
T502346,O206448,open,Where is my order O206448?? It is 2 weeks late!!!,email
T502347,O201648,pending,"I want a refund for O201648, wrong size delivered",phone
T502348,O207221,pending,"Order O207221 arrived damaged, the zip is broken",email
T502349,O200603,open,"the tent O200603 leaked on first use, very disappointed",chat
T502350,O205085,closed,"Great service, jacket fits perfectly. thanks",email
T502351,O220874,Open,Can I change the delivery address for O220874?,phone
T502352,O219170,pending,Can I change the delivery address for O219170?,phone
T502353,O203017,closed,"Order O203017 arrived damaged, the zip is broken",chat
T502354,O216385,closed,  RETURN REQUEST: item not as described  ,email
T502355,O218477,Open,Where is my order O218477?? It is 2 weeks late!!!,chat
T502356,O223449,Open,Can I change the delivery address for O223449?,chat
T502357,O208608,pending,"Great service, jacket fits perfectly. thanks",chat
T502358,,closed,Can I change the delivery address for O222211?,chat
T502359,O204092,closed,"the tent O204092 leaked on first use, very disappointed",chat
T502360,O214915,closed,"I want a refund for O214915, wrong size delivered",email
T502361,O223673,Open,"the tent O223673 leaked on first use, very disappointed",email
T502362,O222775,pending,"I want a refund for O222775, wrong size delivered",phone
T502363,O208705,open,"Order O208705 arrived damaged, the zip is broken",phone
T502364,,Open,"I want a refund for O221924, wrong size delivered",phone
T502365,O216683,open,Where is my order O216683?? It is 2 weeks late!!!,email
T502366,O207055,closed,"Great service, jacket fits perfectly. thanks",phone
T502367,O225383,pending,Where is my order O225383?? It is 2 weeks late!!!,chat
T502368,O220167,Open,"Great service, jacket fits perfectly. thanks",phone
T502369,O218506,Open,"Great service, jacket fits perfectly. thanks",chat
T502370,O215586,open,"Order O215586 arrived damaged, the zip is broken",phone
T502371,O216393,Open,"the tent O216393 leaked on first use, very disappointed",phone
T502372,O209207,Open,"Great service, jacket fits perfectly. thanks",chat
T502373,O220577,pending,Where is my order O220577?? It is 2 weeks late!!!,chat
T502374,O225664,open,"I want a refund for O225664, wrong size delivered",chat
T502375,,closed,"the tent O223086 leaked on first use, very disappointed",email
T502376,O206446,closed,Can I change the delivery address for O206446?,chat
T502377,O217307,Open,"Cancel order O217307 please, ordered by mistake",chat
T502378,O203842,Open,  RETURN REQUEST: item not as described  ,email
T502379,O203450,pending,"Cancel order O203450 please, ordered by mistake",phone
T502380,O221048,Open,"Cancel order O221048 please, ordered by mistake",chat
T502381,O213903,pending,"Cancel order O213903 please, ordered by mistake",phone
T502382,O217319,Open,"the tent O217319 leaked on first use, very disappointed",phone
T502383,,pending,  RETURN REQUEST: item not as described  ,email
T502384,O216924,open,"Great service, jacket fits perfectly. thanks",phone
T502385,O225742,closed,"Order O225742 arrived damaged, the zip is broken",phone
T502386,O210367,Open,"I want a refund for O210367, wrong size delivered",email
T502387,O202346,open,"the tent O202346 leaked on first use, very disappointed",email
T502388,,closed,"Order O218104 arrived damaged, the zip is broken",email
T502389,O214437,pending,Where is my order O214437?? It is 2 weeks late!!!,email
T502390,O207201,Open,"Cancel order O207201 please, ordered by mistake",email
T502391,O200354,Open,"I want a refund for O200354, wrong size delivered",chat
T502392,O224321,pending,Can I change the delivery address for O224321?,phone
T502393,O200896,Open,"Order O200896 arrived damaged, the zip is broken",chat
T502394,O205035,pending,"the tent O205035 leaked on first use, very disappointed",chat
T502395,O205108,open,  RETURN REQUEST: item not as described  ,phone
T502396,O200899,closed,Where is my order O200899?? It is 2 weeks late!!!,phone
T502397,O223429,closed,  RETURN REQUEST: item not as described  ,phone
T502398,O225801,pending,"the tent O225801 leaked on first use, very disappointed",chat
T502399,O210814,closed,Can I change the delivery address for O210814?,chat
T502400,O207643,closed,"Great service, jacket fits perfectly. thanks",email
T502401,O223911,open,"the tent O223911 leaked on first use, very disappointed",phone
T502402,O204357,pending,"the tent O204357 leaked on first use, very disappointed",email
T502403,O206056,closed,"Cancel order O206056 please, ordered by mistake",email
T502404,O201961,Open,"Order O201961 arrived damaged, the zip is broken",email
T502405,O200547,closed,  RETURN REQUEST: item not as described  ,chat
T502406,O202891,Open,Where is my order O202891?? It is 2 weeks late!!!,phone
T502407,O204658,pending,"Order O204658 arrived damaged, the zip is broken",email
T502408,O218692,open,Can I change the delivery address for O218692?,phone
T502409,O207718,Open,"Great service, jacket fits perfectly. thanks",chat
T502410,O212584,open,"Order O212584 arrived damaged, the zip is broken",email
T502411,,open,"I want a refund for O218446, wrong size delivered",email
T502412,,open,"Cancel order O215520 please, ordered by mistake",email
T502413,O213179,open,"Great service, jacket fits perfectly. thanks",chat
T502414,O216630,closed,Can I change the delivery address for O216630?,chat
T502415,O210979,closed,"Cancel order O210979 please, ordered by mistake",phone
T502416,O210102,open,"Order O210102 arrived damaged, the zip is broken",email
T502417,,pending,"the tent O212824 leaked on first use, very disappointed",chat
T502418,O213517,pending,"Order O213517 arrived damaged, the zip is broken",email
T502419,O207517,pending,"Cancel order O207517 please, ordered by mistake",chat
T502420,O225628,Open,  RETURN REQUEST: item not as described  ,chat
T502421,O218215,closed,"Order O218215 arrived damaged, the zip is broken",phone
T502422,O208427,open,Where is my order O208427?? It is 2 weeks late!!!,email
T502423,O204293,closed,"I want a refund for O204293, wrong size delivered",phone
T502424,,closed,  RETURN REQUEST: item not as described  ,email
T502425,O225398,pending,Where is my order O225398?? It is 2 weeks late!!!,email
T502426,O203054,Open,"I want a refund for O203054, wrong size delivered",email
T502427,,Open,  RETURN REQUEST: item not as described  ,chat
T502428,O221141,closed,"Cancel order O221141 please, ordered by mistake",chat
T502429,O208728,open,"Order O208728 arrived damaged, the zip is broken",chat
T502430,O212066,pending,"Great service, jacket fits perfectly. thanks",chat
T502431,O201814,closed,  RETURN REQUEST: item not as described  ,email
T502432,O218929,pending,"I want a refund for O218929, wrong size delivered",email
T502433,O218869,pending,Where is my order O218869?? It is 2 weeks late!!!,chat
T502434,O213025,open,  RETURN REQUEST: item not as described  ,email
T502435,O211058,open,"Great service, jacket fits perfectly. thanks",chat
T502436,O218654,open,"the tent O218654 leaked on first use, very disappointed",chat
T502437,O206200,open,  RETURN REQUEST: item not as described  ,chat
T502438,O216979,Open,"Order O216979 arrived damaged, the zip is broken",email
T502439,O209588,closed,"the tent O209588 leaked on first use, very disappointed",chat
T502440,O217863,closed,"the tent O217863 leaked on first use, very disappointed",phone
T502441,O223787,closed,"Order O223787 arrived damaged, the zip is broken",email
T502442,O225656,pending,Where is my order O225656?? It is 2 weeks late!!!,phone
T502443,O210492,open,"Great service, jacket fits perfectly. thanks",chat
T502444,O215544,pending,"Great service, jacket fits perfectly. thanks",phone
T502445,,closed,"the tent O212230 leaked on first use, very disappointed",email
T502446,O225798,Open,Where is my order O225798?? It is 2 weeks late!!!,email
T502447,O204523,closed,"Great service, jacket fits perfectly. thanks",email
T502448,O208774,open,Can I change the delivery address for O208774?,phone
T502449,O209304,open,Where is my order O209304?? It is 2 weeks late!!!,email
T502450,O205985,closed,Where is my order O205985?? It is 2 weeks late!!!,phone
T502451,O224448,open,"Cancel order O224448 please, ordered by mistake",phone
T502452,O208911,open,"Order O208911 arrived damaged, the zip is broken",chat
T502453,,open,Can I change the delivery address for O204035?,email
T502454,O218967,open,"Order O218967 arrived damaged, the zip is broken",phone
T502455,O224841,open,Can I change the delivery address for O224841?,chat
T502456,O213819,open,Where is my order O213819?? It is 2 weeks late!!!,chat
T502457,,Open,Can I change the delivery address for O200326?,chat
T502458,O212920,Open,Where is my order O212920?? It is 2 weeks late!!!,email
T502459,O200813,open,"Great service, jacket fits perfectly. thanks",email
T502460,O225147,closed,Can I change the delivery address for O225147?,email
T502461,O216954,Open,"Great service, jacket fits perfectly. thanks",chat
T502462,O201778,Open,"I want a refund for O201778, wrong size delivered",email
T502463,O214879,open,Can I change the delivery address for O214879?,phone
T502464,O219881,open,"Order O219881 arrived damaged, the zip is broken",phone
T502465,O207035,closed,"Great service, jacket fits perfectly. thanks",email
T502466,O208554,pending,"Great service, jacket fits perfectly. thanks",phone
T502467,O214740,pending,"Cancel order O214740 please, ordered by mistake",chat
T502468,O221274,pending,"Cancel order O221274 please, ordered by mistake",chat
T502469,O211003,Open,"the tent O211003 leaked on first use, very disappointed",email
T502470,O208013,Open,Where is my order O208013?? It is 2 weeks late!!!,email
T502471,O212674,open,  RETURN REQUEST: item not as described  ,email
T502472,O212041,pending,"Order O212041 arrived damaged, the zip is broken",phone
T502473,O204624,Open,Where is my order O204624?? It is 2 weeks late!!!,email
T502474,O225860,open,"I want a refund for O225860, wrong size delivered",phone
T502475,,closed,"Order O204527 arrived damaged, the zip is broken",phone
T502476,O209908,pending,Can I change the delivery address for O209908?,chat
T502477,O206353,Open,"Order O206353 arrived damaged, the zip is broken",chat
T502478,O206264,closed,"Cancel order O206264 please, ordered by mistake",phone
T502479,O225730,open,"Order O225730 arrived damaged, the zip is broken",phone
T502480,O204959,closed,Can I change the delivery address for O204959?,email
T502481,O204475,open,"Order O204475 arrived damaged, the zip is broken",chat
T502482,O210596,pending,Where is my order O210596?? It is 2 weeks late!!!,chat
T502483,O224907,open,"Order O224907 arrived damaged, the zip is broken",phone
T502484,O213166,Open,Where is my order O213166?? It is 2 weeks late!!!,chat
T502485,O210336,Open,Can I change the delivery address for O210336?,chat
T502486,O208532,open,Where is my order O208532?? It is 2 weeks late!!!,phone
T502487,O220955,closed,  RETURN REQUEST: item not as described  ,chat
T502488,O204650,pending,Can I change the delivery address for O204650?,chat
T502489,O224305,pending,"the tent O224305 leaked on first use, very disappointed",email
T502490,,closed,"the tent O215630 leaked on first use, very disappointed",email
T502491,O219064,Open,"I want a refund for O219064, wrong size delivered",email
T502492,O208437,open,Can I change the delivery address for O208437?,chat
T502493,O200959,Open,"Order O200959 arrived damaged, the zip is broken",phone
T502494,O220888,closed,"Order O220888 arrived damaged, the zip is broken",email
T502495,O205478,Open,"I want a refund for O205478, wrong size delivered",phone
T502496,O203490,closed,Where is my order O203490?? It is 2 weeks late!!!,chat
T502497,O209907,pending,"Order O209907 arrived damaged, the zip is broken",phone
T502498,O200943,closed,Can I change the delivery address for O200943?,email
T502499,O219852,open,"Order O219852 arrived damaged, the zip is broken",chat
T502500,O202981,Open,Where is my order O202981?? It is 2 weeks late!!!,email
T502501,O220092,closed,Can I change the delivery address for O220092?,chat
T502502,,open,"the tent O223562 leaked on first use, very disappointed",phone
T502503,O214726,pending,Where is my order O214726?? It is 2 weeks late!!!,email
T502504,O224081,closed,"Order O224081 arrived damaged, the zip is broken",phone
T502505,O221633,pending,"Cancel order O221633 please, ordered by mistake",email
T502506,O216609,pending,Where is my order O216609?? It is 2 weeks late!!!,phone
T502507,O202179,open,"Great service, jacket fits perfectly. thanks",email
T502508,O205129,closed,Where is my order O205129?? It is 2 weeks late!!!,chat
T502509,O207656,open,  RETURN REQUEST: item not as described  ,chat
T502510,O220713,pending,"I want a refund for O220713, wrong size delivered",phone
T502511,O204669,open,"Cancel order O204669 please, ordered by mistake",email
T502512,O217333,closed,"Order O217333 arrived damaged, the zip is broken",email
T502513,O214234,pending,"Great service, jacket fits perfectly. thanks",email
T502514,O210308,open,"Order O210308 arrived damaged, the zip is broken",phone
T502515,,Open,Where is my order O210653?? It is 2 weeks late!!!,chat
T502516,O218122,closed,Can I change the delivery address for O218122?,chat
T502517,O209426,pending,  RETURN REQUEST: item not as described  ,chat
T502518,O209413,Open,"Great service, jacket fits perfectly. thanks",chat
T502519,O223828,Open,"I want a refund for O223828, wrong size delivered",email
T502520,O208788,pending,Where is my order O208788?? It is 2 weeks late!!!,email
T502521,,Open,"Cancel order O224769 please, ordered by mistake",phone
T502522,O223346,pending,Can I change the delivery address for O223346?,email
T502523,O209798,Open,Where is my order O209798?? It is 2 weeks late!!!,phone
T502524,O212642,pending,Can I change the delivery address for O212642?,phone
T502525,O210167,open,Can I change the delivery address for O210167?,phone
T502526,O209221,pending,"Cancel order O209221 please, ordered by mistake",email
T502527,,pending,"Order O219003 arrived damaged, the zip is broken",email
T502528,O205979,Open,"Great service, jacket fits perfectly. thanks",phone
T502529,O221298,pending,Where is my order O221298?? It is 2 weeks late!!!,chat
T502530,O204037,pending,Where is my order O204037?? It is 2 weeks late!!!,phone
T502531,,open,"Order O225213 arrived damaged, the zip is broken",phone
T502532,O210606,pending,"Cancel order O210606 please, ordered by mistake",email
T502533,O225530,closed,"the tent O225530 leaked on first use, very disappointed",email
T502534,,pending,Where is my order O219124?? It is 2 weeks late!!!,email
T502535,O209049,open,"Great service, jacket fits perfectly. thanks",chat
T502536,O221127,Open,"the tent O221127 leaked on first use, very disappointed",phone
T502537,O204069,Open,"the tent O204069 leaked on first use, very disappointed",phone
T502538,O213136,pending,Can I change the delivery address for O213136?,phone
T502539,O216214,pending,  RETURN REQUEST: item not as described  ,chat
T502540,O211375,closed,"I want a refund for O211375, wrong size delivered",chat
T502541,O215885,open,"Great service, jacket fits perfectly. thanks",email
T502542,O217843,closed,"Cancel order O217843 please, ordered by mistake",chat
T502543,O212841,closed,Where is my order O212841?? It is 2 weeks late!!!,email
T502544,,closed,Can I change the delivery address for O215943?,chat
T502545,O225992,open,Can I change the delivery address for O225992?,phone
T502546,O221303,Open,Where is my order O221303?? It is 2 weeks late!!!,chat
T502547,O225586,open,"Order O225586 arrived damaged, the zip is broken",chat
T502548,O204278,Open,"Order O204278 arrived damaged, the zip is broken",phone
T502549,O217944,pending,"I want a refund for O217944, wrong size delivered",chat
T502550,O209098,Open,"I want a refund for O209098, wrong size delivered",email
T502551,O208153,pending,"I want a refund for O208153, wrong size delivered",email
T502552,O221292,closed,Where is my order O221292?? It is 2 weeks late!!!,phone
T502553,O206844,pending,"Great service, jacket fits perfectly. thanks",chat
T502554,O211462,closed,"I want a refund for O211462, wrong size delivered",chat
T502555,O209259,open,"Order O209259 arrived damaged, the zip is broken",chat
T502556,O214669,Open,"I want a refund for O214669, wrong size delivered",phone
T502557,O214696,Open,"Cancel order O214696 please, ordered by mistake",chat
T502558,,pending,"the tent O210244 leaked on first use, very disappointed",phone
T502559,O210370,Open,"I want a refund for O210370, wrong size delivered",email
T502560,O212851,Open,"I want a refund for O212851, wrong size delivered",phone
T502561,O222997,open,  RETURN REQUEST: item not as described  ,email
T502562,O223951,open,"I want a refund for O223951, wrong size delivered",chat
T502563,O220743,pending,"Great service, jacket fits perfectly. thanks",email
T502564,O201362,Open,Can I change the delivery address for O201362?,chat
T502565,O217162,open,"I want a refund for O217162, wrong size delivered",email
T502566,O211974,closed,Can I change the delivery address for O211974?,chat
T502567,O203982,pending,"Great service, jacket fits perfectly. thanks",email
T502568,O209772,pending,Where is my order O209772?? It is 2 weeks late!!!,phone
T502569,O222583,pending,"Order O222583 arrived damaged, the zip is broken",email
T502570,O214450,closed,"Cancel order O214450 please, ordered by mistake",phone
T502571,O212180,closed,"Great service, jacket fits perfectly. thanks",chat
T502572,O218033,Open,Can I change the delivery address for O218033?,phone
T502573,O214463,Open,"Cancel order O214463 please, ordered by mistake",chat
T502574,O216176,Open,"Great service, jacket fits perfectly. thanks",email
T502575,O208720,pending,"Cancel order O208720 please, ordered by mistake",phone
T502576,O214150,closed,"Cancel order O214150 please, ordered by mistake",phone
T502577,O215202,closed,"Great service, jacket fits perfectly. thanks",email
T502578,O200315,Open,"I want a refund for O200315, wrong size delivered",email
T502579,O216233,pending,  RETURN REQUEST: item not as described  ,chat
T502580,O208379,Open,"the tent O208379 leaked on first use, very disappointed",chat
T502581,,closed,"the tent O212742 leaked on first use, very disappointed",email
T502582,O220090,pending,Where is my order O220090?? It is 2 weeks late!!!,chat
T502583,,closed,"Cancel order O222469 please, ordered by mistake",chat
T502584,O212535,closed,  RETURN REQUEST: item not as described  ,phone
T502585,O225461,Open,"Cancel order O225461 please, ordered by mistake",phone
T502586,O207243,open,Where is my order O207243?? It is 2 weeks late!!!,email
T502587,O212066,closed,Can I change the delivery address for O212066?,chat
T502588,O209260,closed,"the tent O209260 leaked on first use, very disappointed",chat
T502589,O204523,open,"Cancel order O204523 please, ordered by mistake",chat
T502590,O209458,pending,Where is my order O209458?? It is 2 weeks late!!!,chat
T502591,O208446,open,"the tent O208446 leaked on first use, very disappointed",chat
T502592,O203549,open,"Order O203549 arrived damaged, the zip is broken",email
T502593,O225622,open,  RETURN REQUEST: item not as described  ,phone
T502594,,closed,Where is my order O208507?? It is 2 weeks late!!!,chat
T502595,O222356,open,Can I change the delivery address for O222356?,phone
T502596,O204533,closed,"Great service, jacket fits perfectly. thanks",email
T502597,O224988,open,Where is my order O224988?? It is 2 weeks late!!!,chat
T502598,O225682,Open,"Order O225682 arrived damaged, the zip is broken",chat
T502599,,pending,"Cancel order O207712 please, ordered by mistake",phone
T502600,O208459,open,Can I change the delivery address for O208459?,phone
T502601,O218764,closed,Can I change the delivery address for O218764?,chat
T502602,O215444,closed,Can I change the delivery address for O215444?,email
T502603,O214487,closed,"Order O214487 arrived damaged, the zip is broken",phone
T502604,O220980,pending,"I want a refund for O220980, wrong size delivered",chat
T502605,O219344,open,"Cancel order O219344 please, ordered by mistake",email
T502606,O214333,open,"Great service, jacket fits perfectly. thanks",phone
T502607,O218264,pending,"Great service, jacket fits perfectly. thanks",email
T502608,O205477,Open,"the tent O205477 leaked on first use, very disappointed",email
T502609,O220102,closed,"I want a refund for O220102, wrong size delivered",chat
T502610,O206907,pending,"the tent O206907 leaked on first use, very disappointed",phone
T502611,O221040,open,"I want a refund for O221040, wrong size delivered",email
T502612,O207941,pending,"Order O207941 arrived damaged, the zip is broken",phone
T502613,O224334,Open,"Great service, jacket fits perfectly. thanks",chat
T502614,O223021,pending,Can I change the delivery address for O223021?,phone
T502615,O210470,closed,"I want a refund for O210470, wrong size delivered",chat
T502616,O223242,Open,Can I change the delivery address for O223242?,phone
T502617,O207857,pending,"Cancel order O207857 please, ordered by mistake",email
T502618,O225038,open,Can I change the delivery address for O225038?,chat
T502619,O221916,pending,"Cancel order O221916 please, ordered by mistake",chat
T502620,O220155,closed,"Cancel order O220155 please, ordered by mistake",phone
T502621,O221373,closed,"Cancel order O221373 please, ordered by mistake",email
T502622,O202733,open,"Great service, jacket fits perfectly. thanks",chat
T502623,O213889,closed,"the tent O213889 leaked on first use, very disappointed",chat
T502624,O212557,pending,"I want a refund for O212557, wrong size delivered",email
T502625,O221063,open,"Order O221063 arrived damaged, the zip is broken",chat
T502626,O214335,open,"I want a refund for O214335, wrong size delivered",chat
T502627,O222170,open,"Order O222170 arrived damaged, the zip is broken",phone
T502628,O217688,Open,Can I change the delivery address for O217688?,phone
T502629,O206291,open,"Great service, jacket fits perfectly. thanks",email
T502630,O202126,pending,"the tent O202126 leaked on first use, very disappointed",chat
T502631,O203097,pending,Where is my order O203097?? It is 2 weeks late!!!,email
T502632,O215468,open,"I want a refund for O215468, wrong size delivered",chat
T502633,O200940,closed,"the tent O200940 leaked on first use, very disappointed",chat
T502634,O204044,open,"Order O204044 arrived damaged, the zip is broken",phone
T502635,O215791,Open,  RETURN REQUEST: item not as described  ,email
T502636,O212251,pending,Where is my order O212251?? It is 2 weeks late!!!,chat
T502637,O203844,Open,"Cancel order O203844 please, ordered by mistake",email
T502638,O212165,Open,"the tent O212165 leaked on first use, very disappointed",chat
T502639,O210537,open,"Cancel order O210537 please, ordered by mistake",phone
T502640,O213647,open,Where is my order O213647?? It is 2 weeks late!!!,chat
T502641,O218550,Open,"Great service, jacket fits perfectly. thanks",chat
T502642,O216528,pending,  RETURN REQUEST: item not as described  ,phone
T502643,O200672,pending,"Cancel order O200672 please, ordered by mistake",phone
T502644,O221244,open,"Great service, jacket fits perfectly. thanks",phone
T502645,O212168,pending,Can I change the delivery address for O212168?,email
T502646,O207914,pending,  RETURN REQUEST: item not as described  ,email
T502647,O222033,Open,Where is my order O222033?? It is 2 weeks late!!!,chat
T502648,O216533,Open,Can I change the delivery address for O216533?,email
T502649,O207434,open,Can I change the delivery address for O207434?,email
T502650,O202498,Open,"the tent O202498 leaked on first use, very disappointed",chat
T502651,O220945,Open,Can I change the delivery address for O220945?,chat
T502652,O201729,pending,"Great service, jacket fits perfectly. thanks",phone
T502653,O215977,open,"I want a refund for O215977, wrong size delivered",chat
T502654,O218282,pending,  RETURN REQUEST: item not as described  ,email
T502655,O207232,open,"I want a refund for O207232, wrong size delivered",chat
T502656,O217594,open,"the tent O217594 leaked on first use, very disappointed",chat
T502657,O204237,Open,"the tent O204237 leaked on first use, very disappointed",phone
T502658,O211755,pending,"Order O211755 arrived damaged, the zip is broken",email
T502659,O205487,closed,Can I change the delivery address for O205487?,phone
T502660,O219883,pending,"I want a refund for O219883, wrong size delivered",email
T502661,O218125,closed,Can I change the delivery address for O218125?,chat
T502662,O204899,closed,"Cancel order O204899 please, ordered by mistake",chat
T502663,O220547,pending,"Cancel order O220547 please, ordered by mistake",email
T502664,O207728,open,"Order O207728 arrived damaged, the zip is broken",chat
T502665,O212848,closed,"the tent O212848 leaked on first use, very disappointed",phone
T502666,O214973,open,"I want a refund for O214973, wrong size delivered",phone
T502667,O201822,Open,Where is my order O201822?? It is 2 weeks late!!!,phone
T502668,O205093,open,"the tent O205093 leaked on first use, very disappointed",phone
T502669,O219256,pending,Where is my order O219256?? It is 2 weeks late!!!,phone
T502670,O218714,pending,  RETURN REQUEST: item not as described  ,phone
T502671,O220860,open,  RETURN REQUEST: item not as described  ,phone
T502672,O213918,pending,"I want a refund for O213918, wrong size delivered",phone
T502673,,closed,"I want a refund for O225597, wrong size delivered",chat
T502674,,Open,  RETURN REQUEST: item not as described  ,chat
T502675,O218894,open,"Cancel order O218894 please, ordered by mistake",chat
T502676,O221846,open,"Cancel order O221846 please, ordered by mistake",chat
T502677,O221308,Open,Where is my order O221308?? It is 2 weeks late!!!,email
T502678,O216660,pending,  RETURN REQUEST: item not as described  ,email
T502679,O219845,open,Can I change the delivery address for O219845?,chat
T502680,,open,"Great service, jacket fits perfectly. thanks",email
T502681,O215298,Open,Where is my order O215298?? It is 2 weeks late!!!,chat
T502682,,open,"the tent O205397 leaked on first use, very disappointed",email
T502683,O208298,pending,"Order O208298 arrived damaged, the zip is broken",email
T502684,O220730,closed,"Order O220730 arrived damaged, the zip is broken",email
T502685,O216569,open,"Order O216569 arrived damaged, the zip is broken",chat
T502686,O201190,closed,"Great service, jacket fits perfectly. thanks",chat
T502687,O201494,Open,"the tent O201494 leaked on first use, very disappointed",chat
T502688,O219275,open,Can I change the delivery address for O219275?,chat
T502689,O220240,Open,"Order O220240 arrived damaged, the zip is broken",email
T502690,O221701,closed,"Order O221701 arrived damaged, the zip is broken",phone
T502691,O211346,closed,"Great service, jacket fits perfectly. thanks",chat
T502692,O212215,pending,Where is my order O212215?? It is 2 weeks late!!!,phone
T502693,O216543,closed,"I want a refund for O216543, wrong size delivered",phone
T502694,O200210,Open,"Cancel order O200210 please, ordered by mistake",phone
T502695,O221972,closed,"I want a refund for O221972, wrong size delivered",phone
T502696,O216889,pending,"I want a refund for O216889, wrong size delivered",email
T502697,O200276,closed,Where is my order O200276?? It is 2 weeks late!!!,chat
T502698,,open,"Great service, jacket fits perfectly. thanks",phone
T502699,O224739,closed,Where is my order O224739?? It is 2 weeks late!!!,email
T502700,O211882,closed,Can I change the delivery address for O211882?,email
T502701,O204587,pending,"Great service, jacket fits perfectly. thanks",chat
T502702,O223776,closed,"the tent O223776 leaked on first use, very disappointed",email
T502703,O204499,closed,"Cancel order O204499 please, ordered by mistake",phone
T502704,O207341,closed,"the tent O207341 leaked on first use, very disappointed",phone
