order_id,carrier,warehouse,promised_date,shipped_date,shipping_cost_gbp
O221561,RoyalShip,Lyon,2023-07-29,2023-08-02,25.33
O220184,RoyalShip,Manchester,2024-10-24,2024-10-30,18.04
O211975,DPDx,Lyon,2024-01-02,2024-01-02,3.72
O207746,RoyalShip,Madrid,2024-12-02,2024-12-04,14.51
O220280,DPDx,Manchester,2024-11-08,2024-11-09,3.4
O203945,FastFreight,Madrid,2024-07-23,2024-07-26,5.26
O202164,FastFreight,Lyon,2024-08-05,2024-08-10,23.65
O202886,FastFreight,Manchester,2024-03-07,2024-03-13,21.9
O210109,EuroPost,Madrid,2024-12-01,2024-12-04,20.9
O204354,EuroPost,Berlin,2024-07-04,2024-07-09,19.04
O205666,DPDx,Lyon,2023-07-19,2023-07-21,17.61
O200172,EuroPost,Manchester,2024-08-12,2024-08-10,29.84
O200639,RoyalShip,Manchester,2024-04-11,2024-04-17,21.85
O218894,EuroPost,Madrid,2024-05-04,2024-05-08,8.02
O205065,EuroPost,Manchester,2023-11-20,2023-11-16,17.11
O201548,FastFreight,Madrid,2024-10-07,2024-10-11,20.59
O207435,DPDx,Manchester,2023-02-05,2023-02-03,19.31
O210932,EuroPost,Lyon,2024-12-16,2024-12-14,21.49
O210024,RoyalShip,Madrid,2024-04-15,2024-04-19,17.4
O201036,FastFreight,Berlin,2023-02-17,2023-02-17,19.88
O221780,DPDx,Manchester,2023-12-02,2023-11-30,22.39
O214419,RoyalShip,Madrid,2023-11-23,2023-11-22,21.61
O208418,DPDx,Berlin,2024-06-27,2024-06-24,6.53
O209582,RoyalShip,Berlin,2024-06-19,2024-06-15,19.59
O220370,FastFreight,Berlin,2023-04-21,2023-04-17,23.37
O210713,DPDx,Madrid,2024-01-10,2024-01-11,16.35
O220540,DPDx,Lyon,2023-04-16,2023-04-22,24.74
O220051,DPDx,Manchester,2024-05-08,2024-05-13,16.26
O208257,RoyalShip,Lyon,2023-03-11,2023-03-12,6.19
O212467,FastFreight,Berlin,2024-08-21,2024-08-27,27.7
O221806,RoyalShip,Berlin,2023-12-08,2023-12-08,4.42
O221487,EuroPost,Madrid,2024-04-05,2024-04-01,28.06
O218408,DPDx,Manchester,2023-12-15,2023-12-15,6.02
O218256,RoyalShip,Lyon,2024-01-05,2024-01-06,20.7
O200354,EuroPost,Lyon,2023-08-09,2023-08-12,21.05
O220248,RoyalShip,Manchester,2024-05-17,2024-05-13,8.85
O205904,DPDx,Berlin,2024-12-12,2024-12-09,13.68
O212954,EuroPost,Lyon,2023-08-13,2023-08-18,14.29
O201164,RoyalShip,Madrid,2023-05-09,2023-05-08,2.68
O223448,RoyalShip,Manchester,2024-04-28,2024-04-29,22.29
O203395,FastFreight,Madrid,2024-12-06,2024-12-05,24.96
O214796,EuroPost,Manchester,2024-07-08,2024-07-08,29.59
O220312,EuroPost,Lyon,2024-01-09,2024-01-14,28.9
O212760,RoyalShip,Manchester,2023-11-28,2023-12-04,13.11
O203127,FastFreight,Lyon,2023-09-01,2023-09-06,21.83
O209694,DPDx,Berlin,2023-05-20,2023-05-25,29.26
O215138,DPDx,Berlin,2023-03-17,2023-03-18,22.7
O208501,DPDx,Madrid,2024-09-23,2024-09-19,8.49
O220945,EuroPost,Madrid,2024-11-26,2024-11-23,20.13
O221683,EuroPost,Berlin,2024-11-05,2024-11-10,25.5
O221440,FastFreight,Berlin,2023-02-03,2023-02-04,16.92
O216535,RoyalShip,Madrid,2023-09-24,2023-09-24,3.53
O203587,RoyalShip,Manchester,2024-11-22,2024-11-28,28.54
O203557,RoyalShip,Manchester,2024-02-27,2024-02-27,19.31
O221820,FastFreight,Berlin,2024-07-18,2024-07-19,23.09
O210962,RoyalShip,Manchester,2024-08-17,2024-08-21,17.11
O213004,FastFreight,Lyon,2023-08-26,2023-08-28,11.51
O216708,EuroPost,Berlin,2024-12-23,2024-12-28,25.4
O216005,DPDx,Berlin,2024-02-17,2024-02-20,10.47
O205171,DPDx,Berlin,2023-09-19,2023-09-15,10.14
O206743,DPDx,Madrid,2024-02-06,2024-02-02,14.84
O207398,EuroPost,Manchester,2023-08-16,2023-08-13,18.84
O211267,RoyalShip,Berlin,2023-07-06,2023-07-12,19.98
O223659,RoyalShip,Manchester,2024-04-12,2024-04-17,13.69
O209484,RoyalShip,Berlin,2023-11-19,2023-11-23,14.42
O213830,FastFreight,Madrid,2023-04-29,2023-04-29,10.83
O216892,EuroPost,Berlin,2024-08-22,2024-08-22,26.0
O213890,RoyalShip,Lyon,2024-03-02,2024-03-08,21.16
O220101,RoyalShip,Berlin,2024-11-09,2024-11-06,6.54
O208177,DPDx,Manchester,2023-11-18,2023-11-20,27.71
O211620,RoyalShip,Madrid,2023-12-20,2023-12-23,29.23
O207857,RoyalShip,Madrid,2024-07-04,2024-06-30,28.93
O217485,EuroPost,Madrid,2024-04-25,2024-04-25,23.32
O221718,EuroPost,Madrid,2023-11-22,2023-11-23,12.56
O202603,FastFreight,Manchester,2024-06-28,2024-06-29,2.91
O208609,EuroPost,Manchester,2024-11-17,2024-11-17,14.55
O208061,RoyalShip,Berlin,2024-04-13,2024-04-14,2.75
O203250,DPDx,Lyon,2024-09-28,2024-09-26,10.72
O212601,DPDx,Lyon,2024-12-18,2024-12-22,16.04
O215857,EuroPost,Madrid,2024-07-27,2024-07-25,22.99
O200709,RoyalShip,Manchester,2024-08-23,2024-08-19,20.24
O200118,DPDx,Manchester,2024-12-26,2024-12-27,19.58
O210214,DPDx,Madrid,2024-07-26,2024-08-01,19.84
O204598,RoyalShip,Madrid,2025-01-03,2025-01-01,8.87
O202042,RoyalShip,Manchester,2024-04-05,2024-04-02,25.86
O207419,FastFreight,Madrid,2023-11-16,2023-11-13,4.23
O206130,EuroPost,Berlin,2023-09-17,2023-09-15,7.41
O217886,RoyalShip,Manchester,2024-06-27,2024-06-29,11.22
O200317,DPDx,Berlin,2024-09-12,2024-09-15,27.14
O210566,RoyalShip,Lyon,2023-10-01,2023-10-03,3.41
O205315,EuroPost,Berlin,2023-07-11,2023-07-15,9.05
O223639,DPDx,Madrid,2023-12-04,2023-12-07,26.87
O214457,DPDx,Manchester,2024-12-07,2024-12-10,2.62
O213419,FastFreight,Berlin,2023-11-21,2023-11-24,5.0
O212873,EuroPost,Lyon,2023-08-09,2023-08-15,22.03
O214993,DPDx,Manchester,2023-06-27,2023-06-30,6.22
O206523,DPDx,Manchester,2024-01-18,2024-01-18,6.9
O205739,FastFreight,Madrid,2023-06-23,2023-06-25,7.23
O223882,EuroPost,Madrid,2024-02-22,2024-02-21,13.16
O214953,FastFreight,Madrid,2023-04-24,2023-04-26,9.04
O205470,RoyalShip,Manchester,2024-11-29,2024-12-01,18.34
O214336,DPDx,Madrid,2024-08-25,2024-08-27,26.29
O216471,FastFreight,Madrid,2023-04-19,2023-04-23,18.41
O204163,EuroPost,Lyon,2024-06-28,2024-07-02,26.29
O213180,EuroPost,Manchester,2024-09-26,2024-09-25,14.84
O200403,DPDx,Manchester,2023-12-23,2023-12-28,16.43
O204911,DPDx,Manchester,2023-10-18,2023-10-23,11.91
O211422,FastFreight,Madrid,2023-09-17,2023-09-16,12.51
O209365,DPDx,Berlin,2024-12-01,2024-11-28,27.45
O206378,DPDx,Berlin,2024-09-24,2024-09-27,3.53
O218625,DPDx,Madrid,2024-11-24,2024-11-23,7.83
O214744,EuroPost,Manchester,2023-07-30,2023-08-02,20.06
O203539,EuroPost,Lyon,2023-10-11,2023-10-14,9.26
O206310,RoyalShip,Manchester,2023-12-31,2023-12-28,12.69
O209219,EuroPost,Manchester,2024-05-23,2024-05-23,15.52
O205517,FastFreight,Berlin,2024-01-24,2024-01-23,8.78
O202594,FastFreight,Berlin,2024-09-03,2024-09-03,10.79
O224699,DPDx,Lyon,2023-11-14,2023-11-15,6.16
O219204,EuroPost,Madrid,2024-11-13,2024-11-15,25.19
O220769,DPDx,Madrid,2023-10-07,2023-10-13,8.43
O220935,RoyalShip,Berlin,2024-12-05,2024-12-03,14.97
O206654,RoyalShip,Madrid,2024-04-11,2024-04-16,7.62
O214266,DPDx,Madrid,2025-01-05,2025-01-11,3.13
O215867,DPDx,Manchester,2024-05-01,2024-04-30,6.82
O217809,EuroPost,Lyon,2023-05-15,2023-05-21,14.1
O225823,FastFreight,Berlin,2024-11-14,2024-11-19,25.66
O220409,DPDx,Manchester,2023-05-31,2023-05-31,9.15
O201502,DPDx,Manchester,2023-12-28,2023-12-29,17.5
O224127,EuroPost,Berlin,2023-08-24,2023-08-24,23.8
O200678,RoyalShip,Berlin,2024-03-16,2024-03-21,29.97
O222503,FastFreight,Lyon,2024-08-20,2024-08-24,12.16
O205851,RoyalShip,Berlin,2023-11-11,2023-11-14,16.93
O207194,RoyalShip,Manchester,2023-11-23,2023-11-26,19.52
O216301,RoyalShip,Berlin,2024-02-10,2024-02-12,23.79
O210095,DPDx,Berlin,2024-12-06,2024-12-06,18.07
O202939,FastFreight,Lyon,2024-04-24,2024-04-29,19.51
O212390,DPDx,Manchester,2023-10-10,2023-10-15,21.73
O201850,FastFreight,Manchester,2024-10-09,2024-10-09,6.13
O201070,RoyalShip,Lyon,2023-03-22,2023-03-18,26.55
O217929,EuroPost,Madrid,2024-02-24,2024-02-29,23.88
O206784,DPDx,Madrid,2023-12-14,2023-12-14,28.43
O214444,RoyalShip,Manchester,2023-06-06,2023-06-09,15.86
O210672,RoyalShip,Manchester,2024-06-29,2024-07-04,13.91
O203392,FastFreight,Berlin,2023-06-28,2023-06-27,4.42
O217483,EuroPost,Lyon,2024-11-28,2024-11-28,18.97
O222952,DPDx,Madrid,2023-11-25,2023-12-01,20.85
O216802,FastFreight,Madrid,2024-03-10,2024-03-12,3.71
O221798,FastFreight,Manchester,2024-02-16,2024-02-21,11.24
O220037,RoyalShip,Manchester,2024-05-03,2024-04-29,5.9
O210139,EuroPost,Manchester,2024-09-15,2024-09-18,14.54
O214606,EuroPost,Berlin,2025-01-04,2025-01-08,22.91
O208400,FastFreight,Madrid,2023-02-02,2023-02-07,3.47
O219274,RoyalShip,Manchester,2023-05-02,2023-04-28,21.91
O204893,DPDx,Manchester,2023-11-16,2023-11-13,14.68
O208720,FastFreight,Madrid,2024-07-09,2024-07-10,7.7
O224536,DPDx,Lyon,2023-12-16,2023-12-20,22.59
O217106,RoyalShip,Lyon,2023-04-27,2023-04-30,22.91
O218244,FastFreight,Madrid,2024-03-14,2024-03-11,8.85
O223994,EuroPost,Berlin,2023-06-29,2023-06-26,14.36
O225437,FastFreight,Manchester,2023-03-03,2023-03-05,29.57
O208498,RoyalShip,Manchester,2025-01-01,2025-01-06,12.05
O218627,FastFreight,Manchester,2023-08-06,2023-08-08,4.33
O218376,DPDx,Manchester,2024-11-12,2024-11-12,2.23
O223031,DPDx,Berlin,2024-07-29,2024-08-04,5.84
O216587,FastFreight,Berlin,2023-07-13,2023-07-15,6.33
O220014,EuroPost,Lyon,2024-02-20,2024-02-25,8.4
O206117,DPDx,Manchester,2023-06-11,2023-06-10,14.84
O212716,RoyalShip,Madrid,2023-11-15,2023-11-20,14.47
O206567,RoyalShip,Madrid,2024-12-24,2024-12-20,21.28
O205670,FastFreight,Madrid,2024-05-11,2024-05-16,17.97
O208949,DPDx,Lyon,2023-10-14,2023-10-12,4.65
O213330,DPDx,Berlin,2023-03-11,2023-03-17,6.51
O200574,FastFreight,Lyon,2024-10-16,2024-10-15,29.71
O223256,FastFreight,Madrid,2024-08-08,2024-08-13,26.59
O223216,FastFreight,Lyon,2023-09-14,2023-09-14,22.51
O223302,FastFreight,Madrid,2024-03-21,2024-03-24,7.07
O215123,FastFreight,Madrid,2023-04-10,2023-04-09,9.51
O216698,DPDx,Berlin,2024-02-02,2024-02-03,6.95
O223228,RoyalShip,Madrid,2024-02-18,2024-02-16,25.85
O224707,EuroPost,Manchester,2024-09-27,2024-09-25,12.57
O208695,EuroPost,Manchester,2024-09-20,2024-09-16,18.85
O210514,FastFreight,Manchester,2024-05-26,2024-05-23,15.81
O221498,RoyalShip,Manchester,2024-01-17,2024-01-18,16.33
O217232,FastFreight,Madrid,2023-08-07,2023-08-07,7.95
O202248,DPDx,Madrid,2024-11-17,2024-11-18,19.39
O215958,RoyalShip,Madrid,2024-10-09,2024-10-07,28.33
O205616,DPDx,Lyon,2023-06-26,2023-06-23,2.93
O224657,DPDx,Manchester,2023-08-28,2023-08-24,5.99
O213509,DPDx,Madrid,2024-04-27,2024-04-26,20.45
O224932,DPDx,Manchester,2024-02-27,2024-03-03,27.32
O214390,EuroPost,Manchester,2023-12-01,2023-12-03,4.45
O200997,DPDx,Manchester,2023-11-08,2023-11-05,6.42
O212926,FastFreight,Berlin,2024-03-18,2024-03-15,15.96
O211586,DPDx,Lyon,2023-08-04,2023-08-04,5.45
O216935,FastFreight,Manchester,2024-05-12,2024-05-14,22.93
O223360,EuroPost,Manchester,2025-01-02,2025-01-02,16.52
O217794,DPDx,Lyon,2023-01-19,2023-01-25,4.05
O214572,RoyalShip,Berlin,2023-10-08,2023-10-12,17.42
O208032,FastFreight,Berlin,2023-04-24,2023-04-21,7.44
O201407,RoyalShip,Manchester,2024-01-04,2023-12-31,25.83
O223888,EuroPost,Manchester,2023-05-20,2023-05-21,10.59
O222977,RoyalShip,Lyon,2024-03-05,2024-03-02,4.91
O214021,FastFreight,Manchester,2024-03-22,2024-03-23,22.14
O214254,EuroPost,Lyon,2024-01-26,2024-01-26,8.51
O213841,RoyalShip,Madrid,2024-06-27,2024-06-29,9.44
O221240,RoyalShip,Lyon,2024-12-26,2024-12-24,10.67
O211780,FastFreight,Manchester,2024-11-27,2024-11-25,19.74
O220838,RoyalShip,Manchester,2024-02-11,2024-02-15,24.57
O200693,EuroPost,Manchester,2024-09-16,2024-09-14,28.68
O210725,FastFreight,Berlin,2024-01-05,2024-01-06,8.28
O203443,FastFreight,Madrid,2023-11-23,2023-11-26,28.21
O209174,RoyalShip,Berlin,2023-07-04,2023-07-01,3.24
O204175,FastFreight,Lyon,2023-12-14,2023-12-12,2.33
O213844,EuroPost,Manchester,2023-12-22,2023-12-20,22.22
O210458,EuroPost,Berlin,2023-03-08,2023-03-04,18.23
O222140,RoyalShip,Madrid,2023-04-25,2023-04-23,16.82
O213382,DPDx,Madrid,2023-07-15,2023-07-12,11.05
O216645,DPDx,Madrid,2024-05-26,2024-05-31,28.81
O211529,EuroPost,Berlin,2024-06-13,2024-06-13,29.97
O225527,DPDx,Madrid,2024-10-09,2024-10-09,5.29
O205497,EuroPost,Lyon,2024-12-11,2024-12-17,16.86
O203875,RoyalShip,Madrid,2024-06-02,2024-05-29,27.21
O203626,RoyalShip,Berlin,2023-02-17,2023-02-20,5.85
O220371,DPDx,Manchester,2024-08-29,2024-09-01,24.77
O216829,EuroPost,Berlin,2024-02-29,2024-03-01,27.34
O206752,EuroPost,Lyon,2023-10-22,2023-10-27,15.93
O205111,EuroPost,Madrid,2023-01-08,2023-01-04,17.69
O214157,RoyalShip,Berlin,2023-04-30,2023-05-04,5.78
O216012,DPDx,Lyon,2024-01-03,2024-01-01,17.34
O203555,RoyalShip,Madrid,2024-07-03,2024-07-01,15.62
O210386,DPDx,Berlin,2023-05-27,2023-05-27,15.88
O225282,DPDx,Madrid,2023-08-04,2023-08-05,28.16
O211059,FastFreight,Manchester,2023-05-22,2023-05-18,16.92
O202526,DPDx,Madrid,2023-01-09,2023-01-15,15.12
O215032,DPDx,Madrid,2024-03-12,2024-03-11,4.4
O219351,RoyalShip,Lyon,2023-11-22,2023-11-28,12.4
O221445,DPDx,Lyon,2024-10-20,2024-10-18,8.54
O201168,DPDx,Manchester,2023-04-05,2023-04-06,4.72
O216136,FastFreight,Berlin,2023-12-11,2023-12-16,21.61
O207892,EuroPost,Manchester,2023-08-23,2023-08-24,13.32
O203149,RoyalShip,Lyon,2023-12-26,2023-12-24,18.96
O212006,EuroPost,Lyon,2023-12-02,2023-12-06,9.55
O217264,FastFreight,Manchester,2023-09-05,2023-09-10,4.93
O213439,DPDx,Berlin,2023-07-08,2023-07-07,11.47
O201467,DPDx,Lyon,2023-06-01,2023-05-29,12.15
O208154,FastFreight,Manchester,2023-02-11,2023-02-07,23.47
O223366,RoyalShip,Manchester,2024-12-30,2024-12-31,11.52
O213833,DPDx,Manchester,2023-10-06,2023-10-09,19.34
O212153,DPDx,Madrid,2024-12-11,2024-12-09,27.47
O216836,RoyalShip,Manchester,2024-06-13,2024-06-13,4.3
O224035,DPDx,Madrid,2023-11-12,2023-11-14,8.41
O204137,FastFreight,Manchester,2023-06-21,2023-06-19,27.06
O221612,RoyalShip,Berlin,2024-01-12,2024-01-10,15.97
O204150,DPDx,Berlin,2023-06-26,2023-06-27,16.14
O206468,FastFreight,Lyon,2024-05-09,2024-05-12,7.99
O214017,FastFreight,Berlin,2024-11-21,2024-11-25,13.97
O216963,DPDx,Berlin,2024-09-16,2024-09-16,29.62
O206571,RoyalShip,Berlin,2023-10-22,2023-10-19,21.85
O215366,FastFreight,Manchester,2023-12-24,2023-12-23,9.31
O222340,EuroPost,Madrid,2023-01-15,2023-01-17,26.19
O221114,FastFreight,Berlin,2024-02-25,2024-03-01,5.4
O215155,RoyalShip,Berlin,2023-06-18,2023-06-20,22.44
O213779,FastFreight,Lyon,2024-05-02,2024-05-02,21.89
O200867,FastFreight,Madrid,2025-01-01,2025-01-06,3.97
O225250,FastFreight,Madrid,2023-02-17,2023-02-18,14.85
O222273,RoyalShip,Madrid,2024-04-22,2024-04-26,24.52
O200402,RoyalShip,Manchester,2024-07-18,2024-07-16,29.21
O204428,DPDx,Manchester,2024-09-08,2024-09-14,7.76
O203057,FastFreight,Berlin,2023-01-08,2023-01-14,28.29
O223796,EuroPost,Manchester,2024-12-22,2024-12-18,14.45
O207060,EuroPost,Manchester,2023-08-08,2023-08-07,23.56
O216548,FastFreight,Berlin,2024-12-29,2025-01-01,19.81
O214863,FastFreight,Berlin,2024-06-07,2024-06-08,19.93
O210390,DPDx,Berlin,2023-10-14,2023-10-12,29.23
O211347,FastFreight,Berlin,2023-03-29,2023-04-02,15.85
O212212,FastFreight,Berlin,2023-07-30,2023-08-03,15.04
O203317,FastFreight,Berlin,2024-05-01,2024-05-02,19.88
O212118,DPDx,Lyon,2024-12-09,2024-12-07,24.74
O207865,FastFreight,Berlin,2023-12-31,2023-12-31,11.66
O212126,FastFreight,Berlin,2023-11-18,2023-11-20,25.31
O206851,RoyalShip,Madrid,2024-07-05,2024-07-01,17.81
O218231,EuroPost,Madrid,2023-01-14,2023-01-14,13.31
O217718,FastFreight,Lyon,2024-01-03,2023-12-30,2.19
O221608,FastFreight,Lyon,2024-07-12,2024-07-12,6.6
O224248,FastFreight,Manchester,2023-08-10,2023-08-16,9.43
O206997,RoyalShip,Manchester,2024-07-14,2024-07-18,13.79
O224966,DPDx,Manchester,2024-03-08,2024-03-13,16.3
O200706,DPDx,Lyon,2024-07-27,2024-07-28,7.05
O203491,DPDx,Lyon,2024-09-02,2024-09-01,21.62
O215339,DPDx,Manchester,2023-04-08,2023-04-13,3.94
O204573,EuroPost,Berlin,2024-04-01,2024-03-28,20.27
O213247,FastFreight,Lyon,2024-08-17,2024-08-16,11.99
O215823,EuroPost,Berlin,2023-12-03,2023-12-08,2.22
O221585,EuroPost,Lyon,2023-02-19,2023-02-18,7.46
O207054,RoyalShip,Manchester,2024-02-29,2024-02-25,27.18
O205580,DPDx,Berlin,2024-01-26,2024-01-24,21.56
O203151,FastFreight,Manchester,2024-12-27,2024-12-24,20.05
O206617,DPDx,Lyon,2024-08-03,2024-08-03,13.82
O211991,RoyalShip,Manchester,2024-09-20,2024-09-23,19.81
O204022,FastFreight,Berlin,2023-11-24,2023-11-22,28.69
O220031,DPDx,Madrid,2024-01-17,2024-01-21,28.22
O202607,EuroPost,Manchester,2024-11-17,2024-11-13,25.86
O211630,EuroPost,Manchester,2023-01-17,2023-01-20,6.35
O209118,RoyalShip,Lyon,2023-04-03,2023-04-04,26.15
O209182,EuroPost,Manchester,2023-08-14,2023-08-16,7.09
O202429,RoyalShip,Madrid,2024-06-18,2024-06-16,24.19
O216630,FastFreight,Madrid,2023-01-26,2023-01-31,5.8
O203815,RoyalShip,Lyon,2023-10-09,2023-10-05,15.13
O219461,RoyalShip,Berlin,2024-11-20,2024-11-23,11.72
O223300,EuroPost,Berlin,2024-03-12,2024-03-17,17.55
O218646,DPDx,Berlin,2024-01-30,2024-02-01,18.8
O200835,RoyalShip,Berlin,2024-11-02,2024-11-06,13.66
O213256,DPDx,Berlin,2024-09-24,2024-09-30,16.33
O225634,RoyalShip,Berlin,2024-03-22,2024-03-23,3.25
O208624,RoyalShip,Madrid,2024-07-12,2024-07-13,24.83
O201173,RoyalShip,Lyon,2023-12-31,2024-01-03,10.2
O220497,RoyalShip,Manchester,2024-01-28,2024-02-02,22.96
O208102,FastFreight,Manchester,2024-09-09,2024-09-13,21.07
O216117,EuroPost,Berlin,2023-03-18,2023-03-18,2.01
O208098,RoyalShip,Berlin,2024-07-20,2024-07-20,12.14
O204951,EuroPost,Berlin,2023-08-30,2023-08-31,17.74
O215194,DPDx,Lyon,2023-02-06,2023-02-11,17.42
O216634,EuroPost,Lyon,2023-12-27,2023-12-24,10.5
O218932,RoyalShip,Madrid,2024-04-27,2024-05-02,29.31
O225727,DPDx,Lyon,2024-04-23,2024-04-23,25.97
O219138,FastFreight,Madrid,2024-08-17,2024-08-21,25.89
O207795,DPDx,Lyon,2024-03-09,2024-03-10,13.82
O224049,EuroPost,Berlin,2024-12-06,2024-12-12,21.59
O203407,RoyalShip,Manchester,2023-09-05,2023-09-02,2.68
O219943,FastFreight,Lyon,2024-03-31,2024-03-27,18.83
O215784,RoyalShip,Madrid,2023-12-08,2023-12-12,15.47
O208963,DPDx,Lyon,2023-04-24,2023-04-24,21.51
O201997,EuroPost,Berlin,2024-01-01,2024-01-02,17.09
O220948,RoyalShip,Lyon,2024-09-18,2024-09-23,11.36
O221774,EuroPost,Madrid,2024-12-04,2024-12-06,27.33
O205629,DPDx,Lyon,2024-02-21,2024-02-26,2.12
O204002,EuroPost,Manchester,2024-07-02,2024-06-29,2.91
O221110,DPDx,Berlin,2024-09-20,2024-09-26,25.28
O204753,RoyalShip,Madrid,2024-05-30,2024-06-04,10.07
O224718,RoyalShip,Madrid,2024-02-16,2024-02-21,25.07
O216956,EuroPost,Madrid,2023-01-07,2023-01-06,23.9
O203681,DPDx,Manchester,2024-08-29,2024-09-01,28.34
O207448,FastFreight,Manchester,2023-07-02,2023-07-04,3.81
O219147,DPDx,Lyon,2024-09-25,2024-09-23,14.29
O213135,RoyalShip,Madrid,2023-12-14,2023-12-18,23.9
O203985,RoyalShip,Manchester,2024-06-13,2024-06-11,18.53
O220790,EuroPost,Lyon,2024-11-23,2024-11-26,8.23
O209205,DPDx,Lyon,2024-05-03,2024-05-01,10.87
O219925,RoyalShip,Lyon,2023-12-18,2023-12-20,11.54
O204277,EuroPost,Lyon,2023-11-06,2023-11-08,20.61
O203666,DPDx,Lyon,2023-12-10,2023-12-08,24.67
O208412,DPDx,Manchester,2023-11-17,2023-11-23,29.46
O218830,FastFreight,Lyon,2024-12-22,2024-12-19,16.27
O218967,DPDx,Manchester,2024-05-25,2024-05-21,20.32
O206520,RoyalShip,Berlin,2024-04-17,2024-04-21,25.85
O223879,DPDx,Berlin,2025-01-03,2025-01-07,29.33
O217607,DPDx,Lyon,2024-11-27,2024-11-27,2.14
O215464,EuroPost,Madrid,2023-09-06,2023-09-06,6.27
O211831,DPDx,Madrid,2024-01-15,2024-01-15,5.7
O216928,EuroPost,Madrid,2023-04-16,2023-04-20,22.32
O201204,RoyalShip,Berlin,2023-11-08,2023-11-13,4.02
O202883,EuroPost,Manchester,2024-08-16,2024-08-21,5.51
O208613,FastFreight,Berlin,2024-11-19,2024-11-17,15.6
O209257,RoyalShip,Manchester,2023-12-03,2023-12-05,12.82
O207242,FastFreight,Madrid,2023-05-17,2023-05-23,25.16
O202637,FastFreight,Lyon,2023-11-20,2023-11-25,3.96
O219263,EuroPost,Madrid,2024-11-07,2024-11-09,4.24
O223756,EuroPost,Lyon,2024-09-20,2024-09-21,11.3
O218252,EuroPost,Berlin,2023-07-11,2023-07-08,18.05
O224265,RoyalShip,Berlin,2024-10-07,2024-10-03,11.2
O200877,DPDx,Berlin,2024-10-03,2024-10-03,21.68
O225674,EuroPost,Berlin,2023-08-05,2023-08-07,24.88
O204379,RoyalShip,Madrid,2023-07-23,2023-07-29,6.33
O211957,DPDx,Manchester,2024-06-18,2024-06-14,21.74
O203908,RoyalShip,Lyon,2023-09-17,2023-09-16,12.78
O210763,EuroPost,Manchester,2024-12-15,2024-12-19,16.61
O207688,EuroPost,Madrid,2025-01-03,2025-01-04,27.44
O224194,DPDx,Madrid,2024-10-29,2024-10-31,5.1
O208075,DPDx,Manchester,2024-07-28,2024-07-29,21.22
O214635,DPDx,Manchester,2023-11-12,2023-11-12,19.67
O213161,DPDx,Manchester,2024-03-27,2024-03-29,21.48
O206479,RoyalShip,Manchester,2024-11-14,2024-11-13,13.61
O204711,EuroPost,Berlin,2024-01-31,2024-01-30,4.16
O218962,EuroPost,Manchester,2023-07-05,2023-07-06,11.09
O212476,DPDx,Berlin,2023-11-08,2023-11-13,28.4
O200989,FastFreight,Berlin,2024-07-26,2024-07-29,12.12
O202682,FastFreight,Berlin,2023-02-16,2023-02-17,16.24
O218892,DPDx,Lyon,2024-12-20,2024-12-26,6.85
O209702,EuroPost,Berlin,2023-08-15,2023-08-13,20.57
O217392,RoyalShip,Berlin,2024-11-07,2024-11-11,9.62
O222720,EuroPost,Berlin,2023-08-21,2023-08-24,12.68
O211196,DPDx,Lyon,2023-07-30,2023-08-01,5.54
O207787,EuroPost,Madrid,2023-05-25,2023-05-26,8.66
O218260,RoyalShip,Lyon,2024-01-01,2024-01-03,15.45
O216099,RoyalShip,Manchester,2024-12-21,2024-12-22,11.66
O203823,EuroPost,Manchester,2024-11-29,2024-11-27,27.71
O208446,DPDx,Lyon,2023-01-19,2023-01-15,11.88
O220026,DPDx,Manchester,2023-12-29,2023-12-27,8.53
O205159,DPDx,Lyon,2024-11-03,2024-11-06,18.67
O223662,RoyalShip,Madrid,2024-09-25,2024-09-24,23.1
O217143,EuroPost,Lyon,2024-07-15,2024-07-12,29.39
O200654,FastFreight,Madrid,2023-03-25,2023-03-26,22.44
O205812,FastFreight,Lyon,2023-10-06,2023-10-07,22.6
O202892,DPDx,Manchester,2024-11-22,2024-11-18,22.07
O216179,DPDx,Berlin,2024-11-29,2024-12-01,28.9
O224308,EuroPost,Manchester,2024-10-11,2024-10-15,5.06
O205636,FastFreight,Berlin,2023-11-28,2023-12-04,21.31
O209612,FastFreight,Berlin,2024-11-23,2024-11-28,4.38
O203044,RoyalShip,Berlin,2023-12-06,2023-12-09,9.21
O223715,FastFreight,Berlin,2023-08-23,2023-08-22,17.63
O208445,EuroPost,Lyon,2023-05-06,2023-05-10,6.52
O220943,EuroPost,Madrid,2024-11-26,2024-11-28,28.21
O206159,RoyalShip,Lyon,2023-04-13,2023-04-13,16.46
O213515,FastFreight,Berlin,2023-03-29,2023-03-25,19.77
O212569,DPDx,Madrid,2024-01-31,2024-01-27,12.93
O206022,RoyalShip,Madrid,2023-01-15,2023-01-21,2.01
O205092,DPDx,Berlin,2023-02-03,2023-02-09,14.04
O213569,DPDx,Madrid,2023-07-24,2023-07-29,18.18
O211211,EuroPost,Manchester,2023-02-14,2023-02-19,25.22
O211221,FastFreight,Madrid,2024-03-27,2024-04-02,13.17
O225723,FastFreight,Madrid,2023-05-11,2023-05-12,9.29
O223682,EuroPost,Berlin,2023-07-02,2023-07-02,18.15
O220770,EuroPost,Lyon,2023-06-07,2023-06-13,5.85
