show_id,type,title,country,release_year,rating,duration,date_added,listed_in
s1920,TV Show,Title 1920,,2021,PG,5 Seasons,"July 14, 2022",Documentaries
s1921,Movie,Title 1921,United States,1969,R,67 min,"September 22, 2015",Documentaries
s1922,TV Show,Title 1922,India,1970,PG,62 min,"May 27, 2017",Comedies
s1923,Movie,Title 1923,,1959,TV-PG,78 min,"December 18, 2008","Kids' TV, Children"
s1924,Movie,Title 1924,United Kingdom,2012,PG,111 min,"April 14, 2016",Action & Adventure
s1925,TV Show,Title 1925,,1998,PG,3 Seasons,"July 16, 2009",Action & Adventure
s1926,Movie,Title 1926,us,1973,nan,1 Seasons,"October 14, 2009",Documentaries
s1927,Movie,Title 1927,South Korea,1962,nan,3 Seasons,"January 28, 2016",Action & Adventure
s1928,Movie,Title 1928,South Korea,2000,PG,4 Seasons,"December 11, 2011",Action & Adventure
s1929,TV Show,Title 1929,,1967,TV-MA,102 min,"May 19, 2008",Action & Adventure
s1930,Movie,Title 1930,,1984,TV-MA,106 min,"November 05, 2009","Dramas, International"
s1931,TV Show,Title 1931,United States,1961,TV-PG,61 min,"January 23, 2009","Dramas, International"
s1932,Movie,Title 1932,United States,1991,R,110 min,"September 28, 2016",Comedies
s1933,Movie,Title 1933,South Korea,1994,TV-PG,81 min,"January 28, 2020","Dramas, International"
s1934,Movie,Title 1934,United States,1991,nan,3 Seasons,"February 27, 2015",Action & Adventure
s1935,TV Show,Title 1935,United States,2004,TV-PG,8 Seasons,"October 02, 2010",Action & Adventure
s1936,TV Show,Title 1936,South Korea,1998,TV-MA,7 Seasons,"November 01, 2010","Kids' TV, Children"
s1937,TV Show,Title 1937,India,2009,R,160 min,"January 05, 2017",Documentaries
s1938,Movie,Title 1938,us,1959,TV-MA,4 Seasons,"August 16, 2009",Comedies
s1939,TV Show,Title 1939,United States,2009,TV-14,120 min,"July 05, 2011","Dramas, International"
s1940,TV Show,Title 1940,Japan,1959,TV-MA,8 Seasons,"June 08, 2017","Kids' TV, Children"
s1941,Movie,Title 1941,India,2013,nan,164 min,"January 09, 2008",Comedies
s1942,TV Show,Title 1942,United Kingdom,2022,TV-MA,101 min,"April 26, 2010",Action & Adventure
s1943,TV Show,Title 1943,United States,2006,TV-MA,4 Seasons,"July 01, 2020",Documentaries
s1944,Movie,Title 1944,,1972,TV-14,77 min,"March 18, 2008","Dramas, International"
s1945,movie,Title 1945,South Korea,1964,TV-MA,1 Seasons,"March 11, 2013",Documentaries
s1946,Movie,Title 1946,us,1979,TV-PG,3 Seasons,"September 15, 2011","Dramas, International"
s1947,Movie,Title 1947,India,1976,R,3 Seasons,"May 13, 2016",Action & Adventure
s1948,TV Show,Title 1948,Japan,1971,PG,164 min,"March 10, 2021","Kids' TV, Children"
s1949,Movie,Title 1949,India,1979,nan,160 min,"April 28, 2019",Action & Adventure
s1950,Movie,Title 1950,India,2000,TV-PG,103 min,"October 20, 2018",Action & Adventure
s1951,Movie,Title 1951,,1983,R,176 min,"March 25, 2012",Action & Adventure
s1952,Movie,Title 1952,,2023,R,7 Seasons,"June 30, 2016",Action & Adventure
s1953,TV Show,Title 1953,India,2017,PG,5 Seasons,"August 22, 2015","Dramas, International"
s1954,TV Show,Title 1954,India,1983,PG-13,6 Seasons,"September 14, 2011",Documentaries
s1955,Movie,Title 1955,South Korea,2023,R,110 min,"August 31, 2011",Action & Adventure
s1956,Movie,Title 1956,United States,1977,TV-PG,3 Seasons,"September 06, 2015","Dramas, International"
s1957,TV Show,Title 1957,us,1994,TV-PG,1 Seasons,"September 04, 2012",Documentaries
s1958,movie,Title 1958,,1979,TV-14,2 Seasons,"February 29, 2008",Documentaries
s1959,TV Show,Title 1959,United States,2000,PG,4 Seasons,"July 24, 2019",Action & Adventure
s1960,Movie,Title 1960,,1956,PG-13,73 min,"May 05, 2013",Action & Adventure
s1961,Movie,Title 1961,,1989,TV-PG,66 min,"January 01, 2021",Documentaries
s1962,Movie,Title 1962,United Kingdom,1961,PG-13,4 Seasons,"November 16, 2015",Comedies
s1963,Movie,Title 1963,South Korea,1975,TV-MA,128 min,"July 23, 2010",Comedies
s1964,Movie,Title 1964,United Kingdom,1958,PG,143 min,"July 03, 2009","Kids' TV, Children"
s1965,Movie,Title 1965,,1996,TV-PG,100 min,"May 07, 2019","Kids' TV, Children"
s1966,Movie,Title 1966,India,1977,TV-PG,95 min,"July 12, 2017",Action & Adventure
s1967,Movie,Title 1967,,1981,TV-MA,68 min,"July 19, 2022","Dramas, International"
s1968,Movie,Title 1968,Japan,2023,R,174 min,"April 09, 2015","Dramas, International"
s1969,Movie,Title 1969,,2004,TV-MA,6 Seasons,"March 11, 2016",Comedies
s1970,TV Show,Title 1970,,1964,PG,1 Seasons,"November 20, 2008",Comedies
s1971,TV Show,Title 1971,Japan,1978,TV-14,173 min,"August 20, 2014","Kids' TV, Children"
s1972,tv show,Title 1972,United States,1993,TV-14,7 Seasons,"June 02, 2010","Kids' TV, Children"
s1973,TV Show,Title 1973,us,1964,R,3 Seasons,"December 04, 2009",Comedies
s1974,TV Show,Title 1974,us,1969,PG,2 Seasons,"January 09, 2016",Action & Adventure
s1975,TV Show,Title 1975,South Korea,2001,nan,178 min,"May 10, 2014",Documentaries
s1976,Movie,Title 1976,us,1957,TV-PG,179 min,"September 26, 2022","Kids' TV, Children"
s1977,TV Show,Title 1977,South Korea,2008,TV-MA,117 min,"August 30, 2016",Comedies
s1978,Movie,Title 1978,United States,2013,R,1 Seasons,"December 07, 2008","Dramas, International"
s1979,Movie,Title 1979,United Kingdom,1983,nan,3 Seasons,"September 30, 2023","Dramas, International"
s1980,tv show,Title 1980,us,1963,TV-PG,170 min,"March 27, 2017","Kids' TV, Children"
s1981,Movie,Title 1981,,1989,PG,171 min,"February 05, 2009",Action & Adventure
s1982,Movie,Title 1982,India,1964,R,4 Seasons,"September 02, 2012",Action & Adventure
s1983,TV Show,Title 1983,us,1967,R,95 min,"April 04, 2008",Action & Adventure
s1984,Movie,Title 1984,India,2012,R,94 min,"May 19, 2014",Documentaries
s1985,TV Show,Title 1985,South Korea,2020,nan,161 min,"April 28, 2020","Kids' TV, Children"
s1986,Movie,Title 1986,South Korea,1972,PG,64 min,"February 25, 2023",Action & Adventure
s1987,Movie,Title 1987,,2024,PG-13,132 min,"October 17, 2010",Action & Adventure
s1988,Movie,Title 1988,United States,1968,TV-MA,86 min,"May 06, 2018",Comedies
s1989,Movie,Title 1989,Japan,2021,nan,4 Seasons,"August 25, 2010","Dramas, International"
s1990,movie,Title 1990,United Kingdom,2021,TV-14,105 min,"September 01, 2012","Kids' TV, Children"
s1991,Movie,Title 1991,us,1955,TV-MA,133 min,"November 14, 2018","Kids' TV, Children"
s1992,Movie,Title 1992,Japan,1968,TV-14,172 min,"June 03, 2015","Dramas, International"
s1993,Movie,Title 1993,Japan,1995,R,122 min,"May 07, 2012","Dramas, International"
s1994,TV Show,Title 1994,United Kingdom,2013,R,176 min,"February 13, 2024",Comedies
s1995,TV Show,Title 1995,us,1989,TV-14,5 Seasons,"August 28, 2009","Kids' TV, Children"
s1996,Movie,Title 1996,,1976,PG,69 min,"April 01, 2022",Action & Adventure
s1997,Movie,Title 1997,,2002,TV-MA,7 Seasons,"July 09, 2009",Comedies
s1998,TV Show,Title 1998,South Korea,1994,PG,5 Seasons,"December 29, 2014",Documentaries
s1999,Movie,Title 1999,South Korea,1995,R,8 Seasons,"December 02, 2014","Kids' TV, Children"
s2000,Movie,Title 2000,India,1976,TV-14,1 Seasons,"September 13, 2016","Kids' TV, Children"
s2001,Movie,Title 2001,United States,2023,TV-PG,7 Seasons,"September 02, 2013",Comedies
s2002,Movie,Title 2002,United Kingdom,1978,PG-13,1 Seasons,"July 13, 2015","Kids' TV, Children"
s2003,movie,Title 2003,United Kingdom,1989,TV-PG,1 Seasons,"March 26, 2013","Kids' TV, Children"
s2004,TV Show,Title 2004,South Korea,2020,TV-14,5 Seasons,"June 22, 2010",Action & Adventure
s2005,Movie,Title 2005,Japan,1984,TV-MA,66 min,"January 18, 2016",Comedies
s2006,Movie,Title 2006,South Korea,2018,PG,123 min,"November 24, 2023",Comedies
s2007,TV Show,Title 2007,us,1985,TV-MA,171 min,"January 10, 2012",Action & Adventure
s2008,TV Show,Title 2008,South Korea,1967,PG-13,168 min,"October 06, 2011",Documentaries
s2009,Movie,Title 2009,Japan,2022,PG,148 min,"June 10, 2022",Documentaries
s2010,Movie,Title 2010,United Kingdom,2005,TV-14,8 Seasons,"August 07, 2011",Comedies
s2011,Movie,Title 2011,United States,1980,TV-14,169 min,"December 24, 2011",Action & Adventure
s2012,TV Show,Title 2012,,1964,TV-14,79 min,"October 24, 2009",Comedies
s2013,TV Show,Title 2013,United States,1971,TV-MA,64 min,"October 10, 2013","Dramas, International"
s2014,TV Show,Title 2014,,1975,nan,136 min,"June 21, 2023","Dramas, International"
s2015,Movie,Title 2015,United Kingdom,1983,PG,6 Seasons,"March 28, 2021",Documentaries
s2016,movie,Title 2016,India,1959,R,7 Seasons,"January 10, 2023",Comedies
s2017,Movie,Title 2017,Japan,1983,TV-14,2 Seasons,"February 07, 2010","Kids' TV, Children"
s2018,movie,Title 2018,South Korea,2000,nan,152 min,"June 19, 2018",Action & Adventure
s2019,Movie,Title 2019,Japan,1960,TV-14,3 Seasons,"April 29, 2022",Documentaries
s2020,Movie,Title 2020,United States,2005,PG-13,5 Seasons,"September 06, 2016",Documentaries
s2021,TV Show,Title 2021,United Kingdom,2017,PG-13,179 min,"January 18, 2011","Kids' TV, Children"
s2022,TV Show,Title 2022,Japan,2007,TV-14,5 Seasons,"July 18, 2017",Comedies
s2023,TV Show,Title 2023,India,1981,PG,152 min,"April 11, 2008",Action & Adventure
s2024,Movie,Title 2024,India,2009,TV-PG,5 Seasons,"January 31, 2014",Comedies
s2025,TV Show,Title 2025,us,2006,TV-MA,8 Seasons,"September 28, 2016",Documentaries
s2026,Movie,Title 2026,India,1982,nan,4 Seasons,"August 14, 2022","Dramas, International"
s2027,Movie,Title 2027,us,1997,PG-13,65 min,"January 11, 2010","Kids' TV, Children"
s2028,Movie,Title 2028,United States,1967,TV-14,127 min,"February 26, 2017","Dramas, International"
s2029,Movie,Title 2029,,2010,TV-MA,2 Seasons,"August 16, 2011",Comedies
s2030,Movie,Title 2030,South Korea,1955,nan,166 min,"January 22, 2022","Dramas, International"
s2031,TV Show,Title 2031,,2006,PG-13,8 Seasons,"January 06, 2021","Kids' TV, Children"
s2032,Movie,Title 2032,United States,1985,PG,3 Seasons,"May 30, 2019",Action & Adventure
s2033,Movie,Title 2033,United Kingdom,1955,TV-MA,161 min,"October 18, 2023",Documentaries
s2034,tv show,Title 2034,South Korea,2020,nan,4 Seasons,"February 25, 2019","Kids' TV, Children"
s2035,Movie,Title 2035,South Korea,2019,nan,172 min,"February 05, 2021","Kids' TV, Children"
s2036,Movie,Title 2036,India,1986,nan,112 min,"January 09, 2019",Action & Adventure
s2037,Movie,Title 2037,South Korea,1963,TV-PG,152 min,"December 10, 2008",Documentaries
s2038,Movie,Title 2038,United Kingdom,1998,PG-13,7 Seasons,"September 29, 2020",Comedies
s2039,Movie,Title 2039,United States,1993,TV-14,4 Seasons,"December 15, 2021",Comedies
s2040,TV Show,Title 2040,India,2019,nan,2 Seasons,"May 12, 2021",Documentaries
s2041,Movie,Title 2041,us,1986,R,4 Seasons,"December 18, 2014",Action & Adventure
s2042,TV Show,Title 2042,South Korea,2015,TV-14,112 min,"March 22, 2019","Dramas, International"
s2043,tv show,Title 2043,South Korea,1960,R,3 Seasons,"February 21, 2020","Dramas, International"
s2044,Movie,Title 2044,United States,2006,R,7 Seasons,"April 08, 2013","Dramas, International"
s2045,Movie,Title 2045,United Kingdom,1970,TV-MA,4 Seasons,"January 15, 2021",Action & Adventure
s2046,Movie,Title 2046,South Korea,1996,R,4 Seasons,"April 28, 2012","Dramas, International"
s2047,Movie,Title 2047,,2020,TV-MA,5 Seasons,"December 23, 2021",Documentaries
s2048,Movie,Title 2048,United Kingdom,1971,TV-14,162 min,"March 21, 2011",Documentaries
s2049,TV Show,Title 2049,India,2023,nan,82 min,"December 25, 2013",Documentaries
s2050,Movie,Title 2050,South Korea,2007,R,5 Seasons,"January 22, 2022",Documentaries
s2051,TV Show,Title 2051,United Kingdom,1965,TV-14,67 min,"August 26, 2010",Documentaries
s2052,TV Show,Title 2052,,1984,TV-PG,1 Seasons,"December 24, 2015","Dramas, International"
s2053,Movie,Title 2053,United Kingdom,1963,PG,8 Seasons,"November 30, 2022",Action & Adventure
s2054,Movie,Title 2054,India,2004,TV-MA,104 min,"January 02, 2008","Kids' TV, Children"
s2055,TV Show,Title 2055,South Korea,1992,TV-MA,86 min,"December 14, 2017",Documentaries
s2056,TV Show,Title 2056,,1970,R,77 min,"November 03, 2017","Dramas, International"
s2057,Movie,Title 2057,us,2001,R,139 min,"September 04, 2012",Action & Adventure
s2058,TV Show,Title 2058,India,2020,R,4 Seasons,"March 09, 2022",Documentaries
s2059,Movie,Title 2059,India,1957,PG,4 Seasons,"September 11, 2018",Action & Adventure
s2060,Movie,Title 2060,United Kingdom,1966,TV-14,103 min,"February 02, 2023",Action & Adventure
s2061,Movie,Title 2061,us,2024,PG,7 Seasons,"August 23, 2014",Comedies
s2062,TV Show,Title 2062,United States,2010,PG,3 Seasons,"June 02, 2023","Dramas, International"
s2063,Movie,Title 2063,United Kingdom,1989,PG-13,67 min,"December 18, 2014",Comedies
s2064,Movie,Title 2064,Japan,2017,TV-14,159 min,"April 08, 2022",Comedies
s2065,TV Show,Title 2065,Japan,2013,TV-PG,3 Seasons,"November 23, 2020",Action & Adventure
s2066,Movie,Title 2066,Japan,1965,R,8 Seasons,"November 26, 2010",Documentaries
s2067,TV Show,Title 2067,,2011,PG,157 min,"June 27, 2022","Kids' TV, Children"
s2068,TV Show,Title 2068,India,2015,PG,7 Seasons,"June 20, 2016",Action & Adventure
s2069,TV Show,Title 2069,United States,2006,R,3 Seasons,"January 03, 2011",Comedies
s2070,Movie,Title 2070,United States,2000,TV-PG,7 Seasons,"August 21, 2019",Action & Adventure
s2071,TV Show,Title 2071,South Korea,1965,TV-MA,8 Seasons,"September 12, 2012","Dramas, International"
s2072,Movie,Title 2072,South Korea,1997,nan,8 Seasons,"July 26, 2018",Action & Adventure
s2073,Movie,Title 2073,us,2001,TV-PG,165 min,"November 23, 2008",Action & Adventure
s2074,Movie,Title 2074,United States,1972,nan,8 Seasons,"November 21, 2013","Dramas, International"
s2075,Movie,Title 2075,United States,1990,TV-14,97 min,"August 02, 2013",Documentaries
s2076,Movie,Title 2076,United Kingdom,1977,R,80 min,"August 11, 2008","Dramas, International"
s2077,TV Show,Title 2077,United States,1995,R,84 min,"November 06, 2023",Action & Adventure
s2078,TV Show,Title 2078,United States,1971,TV-14,8 Seasons,"September 03, 2022","Kids' TV, Children"
s2079,Movie,Title 2079,India,1959,PG,2 Seasons,"September 08, 2015",Documentaries
s2080,Movie,Title 2080,United Kingdom,1985,TV-14,2 Seasons,"October 12, 2020","Dramas, International"
s2081,Movie,Title 2081,,2003,PG,167 min,"January 15, 2010",Comedies
s2082,Movie,Title 2082,United Kingdom,2000,TV-PG,92 min,"March 24, 2022",Comedies
s2083,Movie,Title 2083,,1992,nan,140 min,"December 21, 2008",Action & Adventure
s2084,movie,Title 2084,us,2006,TV-PG,7 Seasons,"May 02, 2014","Kids' TV, Children"
s2085,Movie,Title 2085,,1966,R,1 Seasons,"February 02, 2017","Kids' TV, Children"
s2086,movie,Title 2086,United Kingdom,2004,TV-PG,77 min,"January 28, 2012","Dramas, International"
s2087,tv show,Title 2087,South Korea,1974,R,150 min,"August 27, 2016",Documentaries
s2088,Movie,Title 2088,India,1979,TV-PG,8 Seasons,"November 13, 2021","Kids' TV, Children"
s2089,TV Show,Title 2089,United States,1956,PG,67 min,"September 28, 2023",Action & Adventure
s2090,TV Show,Title 2090,,1978,R,171 min,"October 02, 2018",Action & Adventure
s2091,TV Show,Title 2091,us,1987,PG,178 min,"December 27, 2011",Comedies
s2092,Movie,Title 2092,India,2008,nan,60 min,"December 17, 2018",Comedies
s2093,TV Show,Title 2093,India,1967,nan,8 Seasons,"July 21, 2014","Dramas, International"
s2094,TV Show,Title 2094,United Kingdom,2023,PG,6 Seasons,"July 24, 2008",Comedies
s2095,Movie,Title 2095,Japan,1967,TV-MA,6 Seasons,"November 27, 2023",Comedies
s2096,Movie,Title 2096,us,1970,PG,8 Seasons,"October 05, 2009",Documentaries
s2097,Movie,Title 2097,United States,2024,R,97 min,"May 10, 2020","Dramas, International"
s2098,TV Show,Title 2098,India,1983,TV-PG,124 min,"August 21, 2020","Kids' TV, Children"
s2099,TV Show,Title 2099,us,1983,TV-PG,93 min,"September 08, 2013",Comedies
s2100,Movie,Title 2100,,1974,PG,5 Seasons,"July 07, 2022",Comedies
s2101,TV Show,Title 2101,Japan,1993,TV-14,4 Seasons,"February 12, 2012",Comedies
s2102,TV Show,Title 2102,United States,2023,TV-PG,5 Seasons,"October 21, 2013",Comedies
s2103,Movie,Title 2103,United States,2020,TV-14,139 min,"October 14, 2019","Kids' TV, Children"
s2104,Movie,Title 2104,United Kingdom,1956,nan,5 Seasons,"April 30, 2022",Documentaries
s2105,TV Show,Title 2105,Japan,1990,TV-14,78 min,"May 07, 2010","Dramas, International"
s2106,Movie,Title 2106,United Kingdom,2017,PG-13,5 Seasons,"December 11, 2010","Kids' TV, Children"
s2107,Movie,Title 2107,United States,1956,PG,119 min,"March 06, 2011",Documentaries
s2108,tv show,Title 2108,India,2008,TV-PG,141 min,"July 11, 2017",Documentaries
s2109,TV Show,Title 2109,,1984,TV-MA,114 min,"April 18, 2012",Action & Adventure
s2110,Movie,Title 2110,,1978,PG-13,8 Seasons,"September 26, 2013",Documentaries
s2111,Movie,Title 2111,India,1969,PG-13,1 Seasons,"May 13, 2018","Dramas, International"
s2112,Movie,Title 2112,United Kingdom,2002,R,69 min,"October 08, 2016","Kids' TV, Children"
s2113,TV Show,Title 2113,India,1959,R,169 min,"April 10, 2015",Action & Adventure
s2114,TV Show,Title 2114,United Kingdom,1980,nan,2 Seasons,"March 26, 2011",Documentaries
s2115,TV Show,Title 2115,us,1969,PG,134 min,"March 19, 2017",Action & Adventure
s2116,Movie,Title 2116,us,1999,nan,1 Seasons,"April 16, 2014",Action & Adventure
s2117,Movie,Title 2117,India,1974,TV-PG,162 min,"November 05, 2016",Documentaries
s2118,Movie,Title 2118,,1984,nan,68 min,"August 02, 2015",Action & Adventure
s2119,TV Show,Title 2119,us,1984,PG,88 min,"May 01, 2024",Action & Adventure
s2120,Movie,Title 2120,India,2019,TV-PG,2 Seasons,"July 08, 2017",Documentaries
s2121,Movie,Title 2121,United Kingdom,1984,R,172 min,"December 02, 2021",Documentaries
s2122,Movie,Title 2122,,1987,TV-PG,8 Seasons,"May 14, 2011",Documentaries
s2123,TV Show,Title 2123,,2016,TV-14,1 Seasons,"August 23, 2018",Comedies
s2124,Movie,Title 2124,South Korea,2011,nan,97 min,"December 11, 2017",Action & Adventure
s2125,Movie,Title 2125,us,2000,PG-13,6 Seasons,"September 24, 2022",Action & Adventure
s2126,Movie,Title 2126,India,1995,PG,132 min,"June 24, 2011","Kids' TV, Children"
s2127,Movie,Title 2127,India,2022,TV-14,166 min,"January 13, 2008",Documentaries
s2128,TV Show,Title 2128,India,1981,TV-14,97 min,"January 14, 2024","Dramas, International"
s2129,TV Show,Title 2129,us,2007,PG-13,153 min,"April 06, 2023",Comedies
s2130,TV Show,Title 2130,,2022,TV-MA,8 Seasons,"December 19, 2011",Comedies
s2131,Movie,Title 2131,Japan,2002,TV-PG,100 min,"May 19, 2017",Documentaries
s2132,Movie,Title 2132,United Kingdom,1968,TV-PG,83 min,"October 19, 2009",Comedies
s2133,Movie,Title 2133,India,2019,R,131 min,"October 20, 2012",Comedies
s2134,TV Show,Title 2134,India,2018,TV-PG,107 min,"June 14, 2012","Kids' TV, Children"
s2135,Movie,Title 2135,India,2000,PG,178 min,"December 06, 2018",Action & Adventure
s2136,TV Show,Title 2136,United States,2023,TV-PG,3 Seasons,"May 01, 2017",Comedies
s2137,Movie,Title 2137,India,1972,PG-13,63 min,"November 11, 2009","Dramas, International"
s2138,Movie,Title 2138,Japan,2014,PG,85 min,"May 01, 2015",Documentaries
s2139,TV Show,Title 2139,India,1972,TV-MA,2 Seasons,"August 27, 2021",Comedies
s2140,Movie,Title 2140,South Korea,1997,PG,68 min,"October 31, 2018",Documentaries
s2141,Movie,Title 2141,United States,1975,TV-MA,76 min,"July 23, 2010",Documentaries
s2142,Movie,Title 2142,South Korea,1998,TV-PG,106 min,"October 21, 2009","Kids' TV, Children"
s2143,TV Show,Title 2143,,2010,TV-PG,121 min,"November 16, 2019",Action & Adventure
s2144,Movie,Title 2144,Japan,2019,R,84 min,"October 11, 2014","Dramas, International"
s2145,Movie,Title 2145,India,1958,TV-14,5 Seasons,"September 02, 2009","Kids' TV, Children"
s2146,Movie,Title 2146,us,1985,PG,1 Seasons,"February 18, 2017","Dramas, International"
s2147,TV Show,Title 2147,Japan,2017,TV-14,146 min,"July 05, 2009",Comedies
s2148,Movie,Title 2148,South Korea,2012,TV-14,166 min,"January 04, 2024","Kids' TV, Children"
s2149,Movie,Title 2149,India,1983,PG,172 min,"July 13, 2016",Comedies
s2150,movie,Title 2150,Japan,2009,R,3 Seasons,"July 24, 2022",Documentaries
s2151,TV Show,Title 2151,,1974,TV-14,7 Seasons,"March 21, 2013",Action & Adventure
s2152,TV Show,Title 2152,South Korea,2015,PG,61 min,"May 22, 2017",Comedies
s2153,Movie,Title 2153,United Kingdom,1994,TV-PG,4 Seasons,"April 11, 2013",Action & Adventure
s2154,TV Show,Title 2154,Japan,1985,R,133 min,"December 07, 2012","Kids' TV, Children"
s2155,Movie,Title 2155,us,1994,PG-13,120 min,"April 23, 2024","Dramas, International"
s2156,tv show,Title 2156,Japan,2000,TV-14,117 min,"November 19, 2009","Dramas, International"
s2157,TV Show,Title 2157,United Kingdom,1974,TV-MA,66 min,"December 04, 2013",Action & Adventure
s2158,TV Show,Title 2158,Japan,1961,TV-MA,6 Seasons,"May 22, 2018","Dramas, International"
s2159,TV Show,Title 2159,South Korea,1968,TV-PG,167 min,"March 24, 2020","Kids' TV, Children"
s2160,Movie,Title 2160,United States,1960,PG,3 Seasons,"April 02, 2017","Kids' TV, Children"
s2161,TV Show,Title 2161,South Korea,2007,TV-PG,4 Seasons,"March 13, 2012",Comedies
s2162,Movie,Title 2162,India,1962,TV-MA,76 min,"October 16, 2015","Kids' TV, Children"
s2163,tv show,Title 2163,United States,1969,PG,128 min,"June 14, 2017",Documentaries
s2164,TV Show,Title 2164,,2006,TV-PG,136 min,"October 31, 2019",Documentaries
s2165,Movie,Title 2165,,1993,TV-14,8 Seasons,"January 25, 2022",Action & Adventure
s2166,Movie,Title 2166,South Korea,1979,TV-14,107 min,"August 24, 2015",Comedies
s2167,Movie,Title 2167,India,1978,PG,153 min,"August 07, 2013",Documentaries
s2168,TV Show,Title 2168,,2018,TV-PG,8 Seasons,"October 19, 2020",Action & Adventure
s2169,Movie,Title 2169,United States,1983,nan,6 Seasons,"March 11, 2010",Action & Adventure
s2170,tv show,Title 2170,,1960,PG-13,3 Seasons,"September 27, 2012","Dramas, International"
s2171,Movie,Title 2171,Japan,2010,TV-14,4 Seasons,"March 25, 2023",Documentaries
s2172,tv show,Title 2172,India,1967,nan,2 Seasons,"May 18, 2013",Documentaries
s2173,TV Show,Title 2173,South Korea,2019,R,169 min,"April 21, 2016",Comedies
s2174,Movie,Title 2174,,2013,TV-14,82 min,"December 27, 2022","Dramas, International"
s2175,Movie,Title 2175,India,1992,TV-MA,5 Seasons,"December 08, 2016",Action & Adventure
s2176,Movie,Title 2176,us,1984,TV-14,90 min,"July 06, 2017",Documentaries
s2177,Movie,Title 2177,United Kingdom,2013,nan,65 min,"July 15, 2014",Documentaries
s2178,TV Show,Title 2178,United Kingdom,1970,PG,2 Seasons,"September 08, 2023","Dramas, International"
s2179,TV Show,Title 2179,United Kingdom,1965,TV-PG,112 min,"June 03, 2024","Dramas, International"
s2180,movie,Title 2180,India,2009,TV-PG,122 min,"January 03, 2009",Documentaries
s2181,Movie,Title 2181,,1976,PG,81 min,"February 20, 2024",Action & Adventure
s2182,movie,Title 2182,United States,1971,PG-13,3 Seasons,"March 11, 2023",Documentaries
s2183,Movie,Title 2183,Japan,2007,TV-14,4 Seasons,"July 27, 2020",Documentaries
s2184,movie,Title 2184,Japan,2023,R,8 Seasons,"December 10, 2008","Kids' TV, Children"
s2185,movie,Title 2185,United Kingdom,2012,TV-PG,6 Seasons,"June 25, 2014","Dramas, International"
s2186,Movie,Title 2186,,1974,PG,2 Seasons,"April 13, 2020",Comedies
s2187,TV Show,Title 2187,Japan,2012,R,71 min,"November 04, 2018",Action & Adventure
s2188,TV Show,Title 2188,United States,2015,PG-13,172 min,"July 06, 2017",Documentaries
s2189,TV Show,Title 2189,United Kingdom,2006,TV-PG,2 Seasons,"June 12, 2013","Kids' TV, Children"
s2190,TV Show,Title 2190,United Kingdom,1988,PG-13,100 min,"December 29, 2009","Dramas, International"
s2191,Movie,Title 2191,United Kingdom,2003,TV-14,2 Seasons,"February 03, 2018",Documentaries
s2192,Movie,Title 2192,United Kingdom,2020,R,4 Seasons,"December 22, 2012",Comedies
s2193,Movie,Title 2193,,1957,TV-MA,5 Seasons,"March 11, 2022",Action & Adventure
s2194,TV Show,Title 2194,us,1975,PG-13,8 Seasons,"November 18, 2015",Comedies
s2195,movie,Title 2195,India,2006,TV-14,4 Seasons,"July 31, 2008","Kids' TV, Children"
s2196,Movie,Title 2196,Japan,2019,TV-14,7 Seasons,"March 02, 2017","Kids' TV, Children"
s2197,TV Show,Title 2197,United Kingdom,1978,PG,4 Seasons,"May 13, 2021","Kids' TV, Children"
s2198,Movie,Title 2198,United Kingdom,1976,nan,8 Seasons,"January 05, 2016","Dramas, International"
s2199,Movie,Title 2199,United States,2016,TV-14,89 min,"January 27, 2018",Action & Adventure
s2200,Movie,Title 2200,South Korea,1986,TV-MA,124 min,"June 12, 2008",Action & Adventure
s2201,Movie,Title 2201,South Korea,1957,PG-13,1 Seasons,"March 19, 2008",Documentaries
s2202,Movie,Title 2202,United Kingdom,1999,nan,3 Seasons,"May 03, 2024","Kids' TV, Children"
s2203,Movie,Title 2203,United Kingdom,1955,TV-PG,5 Seasons,"June 13, 2008",Comedies
s2204,Movie,Title 2204,United Kingdom,1993,TV-PG,6 Seasons,"October 13, 2013","Kids' TV, Children"
s2205,Movie,Title 2205,,1985,PG-13,66 min,"November 11, 2013","Kids' TV, Children"
s2206,TV Show,Title 2206,,2001,R,142 min,"November 14, 2019",Action & Adventure
s2207,Movie,Title 2207,South Korea,1974,TV-MA,178 min,"September 17, 2022",Comedies
s2208,Movie,Title 2208,,2003,nan,1 Seasons,"April 05, 2023","Dramas, International"
s2209,TV Show,Title 2209,Japan,1962,PG,77 min,"September 20, 2017",Action & Adventure
s2210,Movie,Title 2210,South Korea,1973,TV-MA,72 min,"January 02, 2024","Kids' TV, Children"
s2211,Movie,Title 2211,United States,2021,TV-PG,167 min,"October 23, 2022","Kids' TV, Children"
s2212,movie,Title 2212,India,1955,R,173 min,"January 06, 2011",Documentaries
s2213,tv show,Title 2213,United Kingdom,2024,TV-MA,97 min,"September 29, 2016",Comedies
s2214,TV Show,Title 2214,India,2005,PG-13,6 Seasons,"August 28, 2022",Documentaries
s2215,Movie,Title 2215,,1989,PG,6 Seasons,"November 17, 2009",Comedies
s2216,TV Show,Title 2216,us,1997,PG-13,158 min,"June 03, 2016","Kids' TV, Children"
s2217,Movie,Title 2217,India,1981,TV-14,103 min,"August 30, 2022",Comedies
